,sentence,rankt,ranko
2763,das war toll,2763,9899
2764,auf uns,2764,1752
2765,er gehört mir,2765,5134
2766,"hi, dad",2766,9899
2767,lass mich rein,2767,5858
2768,deckung,2768,796
2769,hallöchen,2769,5999
2770,willie,2770,3582
2771,wirklich gut,2771,8986
2772,das geld,2772,3073
2773,das kannst du nicht,2773,9899
2774,was soll ich denn tun,2774,6772
2775,so einfach ist das nicht,2775,3915
2776,ich weiss es nicht,2776,2984
2777,aber gern,2777,2160
2778,gehen,2778,4382
2779,versteht ihr,2779,2165
2780,"guten abend, sir",2780,1768
2781,das ist für sie,2781,2876
2782,sally,2782,2807
2783,wie alt sind sie,2783,1927
2784,ist das ein problem,2784,9899
2785,typisch,2785,2284
2786,lachen,2786,758
2787,sie sind es,2787,2033
2788,sie lebt,2788,5895
2789,beweg dich nicht,2789,7774
2790,wen haben wir denn da,2790,4912
2791,da rüber,2791,3139
2792,was denkst du denn,2792,6700
2793,das werden wir sehen,2793,1705
2794,audrey,2794,9899
2795,ausgeschlossen,2795,1064
2796,tut das weh,2796,4359
2797,das klingt gut,2797,4601
2798,haha,2798,527
2799,"ach, scheiße",2799,2127
2800,ich bin weg,2800,8856
2801,reizend,2801,2477
2802,und hier,2802,1550
2803,"entschuldigung, sir",2803,4142
2804,das meine ich nicht,2804,4719
2805,habt ihr das gehört,2805,2558
2806,meine schuld,2806,5346
2807,ich gehe nicht,2807,4353
2808,das habe ich nicht,2808,7200
2809,meine damen,2809,3071
2810,kapitän,2810,970
2811,ebenfalls,2811,6777
2812,wenn du willst,2812,2742
2813,ich bin sicher,2813,9899
2814,und das hier,2814,2398
2815,harold,2815,9899
2816,pass doch auf,2816,1215
2817,das ist kein problem,2817,3546
2818,aber jetzt,2818,1660
2819,was steht da,2819,3519
2820,hör doch auf,2820,1698
2821,hinter dir,2821,9169
2822,hast du den verstand verloren,2822,6429
2823,hinterlassen sie eine nachricht,2823,9822
2824,zur seite,2824,2639
2825,es brennt,2825,1300
2826,miles,2826,9899
2827,denk darüber nach,2827,5058
2828,warum machst du das,2828,3122
2829,ich verschwinde,2829,9899
2830,lass gut sein,2830,3548
2831,und bei dir,2831,2522
2832,welcher,2832,3470
2833,jeremy,2833,9899
2834,es wird zeit,2834,4431
2835,ohne mich,2835,1397
2836,ich bin polizist,2836,9862
2837,ich hab hunger,2837,1588
2838,herrgott noch mal,2838,2231
2839,morgan,2839,9899
2840,das war ein fehler,2840,8563
2841,jamie,2841,9899
2842,um,2842,9899
2843,war mir ein vergnügen,2843,9899
2844,olivia,2844,9899
2845,glück gehabt,2845,3017
2846,wozu denn,2846,4171
2847,bier,2847,1972
2848,* musik *,2848,2418
2849,"hi, schatz",2849,9899
2850,ist er da,2850,3465
2851,"nun, ja",2851,9899
2852,du bist krank,2852,7483
2853,frei,2853,1432
2854,superman,2854,5146
2855,komm herein,2855,2046
2856,der da,2856,1995
2857,ich hab eine idee,2857,3929
2858,das kann nicht wahr sein,2858,3011
2859,vergessen,2859,2232
2860,geh mir aus dem weg,2860,9899
2861,"moment, moment",2861,1858
2862,geh nur,2862,3015
2863,los gehts,2863,9899
2864,schön für dich,2864,8681
2865,definitiv,2865,9429
2866,geht das,2866,2336
2867,warum sind sie hier,2867,4691
2868,du bist gut,2868,5071
2869,willst du was trinken,2869,2235
2870,ich bin so stolz auf dich,2870,6926
2871,gehen wir rein,2871,3464
2872,was machen wir hier,2872,7872
2873,das macht spaß,2873,6387
2874,ich verstehe schon,2874,9899
2875,was fällt dir ein,2875,1469
2876,waffe runter,2876,2467
2877,wie wär's damit,2877,9899
2878,aber klar,2878,7206
2879,applaus,2879,1002
2880,freiheit,2880,1983
2881,warum fragst du,2881,5844
2882,"ja, das ist richtig",2882,7415
2883,was soll ich denn machen,2883,1723
2884,das kannst du nicht machen,2884,3797
2885,wir reden später,2885,8861
2886,ich bin unterwegs,2886,7839
2887,da haben sie recht,2887,2456
2888,gloria,2888,3577
2889,das ist einfach,2889,2391
2890,darf ich bitten,2890,622
2891,"hallo, papa",2891,1347
2892,das ist ja toll,2892,2849
2893,was wollte er,2893,2676
2894,nicht mehr lange,2894,3656
2895,casey,2895,9899
2896,"oh, toll",2896,5317
2897,ich höre nichts,2897,2225
2898,du hast mich erschreckt,2898,8792
2899,haltet ihn,2899,3818
2900,das hat er gesagt,2900,6090
2901,und ich auch,2901,2212
2902,"ja, meister",2902,9899
2903,hab dich,2903,6148
2904,"nein, das stimmt nicht",2904,4910
2905,so ungefähr,2905,3537
2906,verschwunden,2906,1614
2907,so geht das nicht,2907,1438
2908,sherlock,2908,9899
2909,das verspreche ich dir,2909,4620
2910,"wer, ich",2910,5433
2911,so was in der art,2911,9899
2912,kurt,2912,2975
2913,ich habe nichts gesagt,2913,3443
2914,er ist verschwunden,2914,3029
2915,"ja, schon gut",2915,2447
2916,mach das nicht,2916,4611
2917,mach es,2917,9899
2918,und wo,2918,1382
2919,"oh, yeah",2919,9899
2920,ganz richtig,2920,4539
2921,das kann man wohl sagen,2921,3362
2922,nicht sie,2922,9899
2923,gracias,2923,2445
2924,auseinander,2924,2058
2925,wo waren wir,2925,4906
2926,sie lügt,2926,3355
2927,macht's gut,2927,3088
2928,bist du dir da sicher,2928,9899
2929,"nein, ist schon gut",2929,9899
2930,"ich weiß, wer sie sind",2930,5451
2931,atmen,2931,8206
2932,überhaupt nichts,2932,4984
2933,ich bin verheiratet,2933,5758
2934,irgendwas stimmt nicht,2934,9899
2935,abgelehnt,2935,2737
2936,vince,2936,6523
2937,öffnen sie die tür,2937,6376
2938,was brauchst du,2938,2908
2939,ihr name,2939,2538
2940,du scheißkerl,2940,9899
2941,ich hab's gesehen,2941,3821
2942,ich verstehe dich nicht,2942,1806
2943,das weiß ich zu schätzen,2943,9899
2944,du tust mir weh,2944,2562
2945,stark,2945,7282
2946,hinlegen,2946,3209
2947,donna,2947,9899
2948,"ja, hab ich",2948,3478
2949,was soll das sein,2949,2959
2950,kann ich dich was fragen,2950,6914
2951,keine weiteren fragen,2951,2970
2952,irgendetwas,2952,7086
2953,einsteigen,2953,1670
2954,sie sind dran,2954,4155
2955,"hallo, wie geht's",2955,5435
2956,nach dir,2956,9899
2957,es ist perfekt,2957,9899
2958,spitze,2958,4538
2959,verfluchte scheiße,2959,4437
2960,da bin ich,2960,1734
2961,was willst du machen,2961,5063
2962,ich habe dich,2962,9899
2963,gib das her,2963,3375
2964,seid still,2964,5005
2965,wer ist denn das,2965,884
2966,setz dich doch,2966,1159
2967,haben sie das gesehen,2967,3282
2968,mach schnell,2968,2337
2969,du lieber himmel,2969,6859
2970,sohn,2970,7988
2971,da kommt jemand,2971,3491
2972,"hey, was ist los",2972,5666
2973,was haben wir denn hier,2973,6633
2974,jackie,2974,3388
2975,ich bin mir sicher,2975,5996
2976,sicher doch,2976,6773
2977,mylord,2977,9899
2978,ich arbeite daran,2978,9899
2979,was soll das alles,2979,6179
2980,sanitäter,2980,1658
2981,du hast was,2981,3966
2982,frau,2982,1497
2983,lange geschichte,2983,9899
2984,"hey, schatz",2984,9899
2985,es kommt,2985,3199
2986,was hast du dir dabei gedacht,2986,4997
2987,ich mache mir sorgen,2987,3868
2988,da drin,2988,3639
2989,wie findest du das,2989,4027
2990,es ist sehr wichtig,2990,2374
2991,ich bin glücklich,2991,2826
2992,ich entschuldige mich,2992,4256
2993,nimm meine hand,2993,4275
2994,"komm, gehen wir",2994,6637
2995,spielt keine rolle,2995,9899
2996,christian,2996,777
2997,was hat er,2997,1804
2998,grüß gott,2998,232
2999,rebecca,2999,4588
3000,das ist lange her,3000,2830
3001,und wer ist das,3001,2687
3002,was ist denn mit dir los,3002,1212
3003,"danke, dass du gekommen bist",3003,6448
3004,tut es weh,3004,3205
3005,matthew,3005,9899
3006,wer zum teufel bist du,3006,6931
3007,wartet hier,3007,3718
3008,du liebe güte,3008,3961
3009,"los, mach schon",3009,2474
3010,"los, kommt",3010,1829
3011,frühstück,3011,1820
3012,eine,3012,3956
3013,widerlich,3013,4497
3014,ist egal,3014,3095
3015,glücklich,3015,5037
3016,"ja, boss",3016,2459
3017,ich hasse sie,3017,9052
3018,was haben wir denn da,3018,2555
3019,und du auch,3019,2575
3020,"klopf, klopf",3020,9899
3021,bleib unten,3021,8795
3022,ich hab's versucht,3022,5710
3023,hast du ihn,3023,2748
3024,ich kenne ihn nicht,3024,4264
3025,meine schwester,3025,3417
3026,ich muss zur arbeit,3026,8118
3027,hoch mit dir,3027,5625
3028,kennst du sie,3028,5975
3029,wie schrecklich,3029,5587
3030,alexander,3030,420
3031,"he, du",3031,1824
3032,"schön, sie kennenzulernen",3032,9416
3033,ich verstehe es,3033,7533
3034,vielleicht später,3034,2884
3035,alles bereit,3035,4564
3036,ich habe gelogen,3036,8985
3037,das ist unwichtig,3037,3317
3038,ich freue mich,3038,1368
3039,ich werde es tun,3039,9899
3040,das ist doch verrückt,3040,9899
3041,ellen,3041,3676
3042,fassen sie mich nicht an,3042,4543
3043,lüg mich nicht an,3043,3618
3044,dick,3044,587
3045,clara,3045,1441
3046,ist das wichtig,3046,5648
3047,"oh, richtig",3047,9899
3048,davon weiß ich nichts,3048,1727
3049,deal,3049,3533
3050,sebastian,3050,418
3051,was für ein zufall,3051,8864
3052,probleme,3052,3130
3053,hauen sie ab,3053,2976
3054,großmutter,3054,2854
3055,wen denn,3055,2255
3056,ein wunder,3056,1830
3057,ich zeig's dir,3057,3049
3058,"kommt, jungs",3058,3918
3059,hört mal,3059,4333
3060,das ist sehr gut,3060,3194
3061,auch gut,3061,3087
3062,mmh,3062,879
3063,das ist normal,3063,4378
3064,ganz allein,3064,1594
3065,und wer bist du,3065,2368
3066,ich gehe nach hause,3066,5548
3067,"ja, in der tat",3067,6750
3068,du hast keine ahnung,3068,3254
3069,darf ich mich setzen,3069,2206
3070,na komm schon,3070,2868
3071,ich bin verwirrt,3071,9899
3072,was hab ich gesagt,3072,3131
3073,officer,3073,9899
3074,herzlichen dank,3074,2341
3075,nach oben,3075,5251
3076,es ist toll,3076,3606
3077,arbeiten,3077,2158
3078,mehr weiß ich nicht,3078,4631
3079,ich bin arzt,3079,3212
3080,es ist soweit,3080,3316
3081,wer dann,3081,8498
3082,scheint so,3082,7647
3083,sie schläft,3083,2279
3084,ich werde es versuchen,3084,9899
3085,das werden wir,3085,7452
3086,"hallo, liebling",3086,5950
3087,wie kann ich helfen,3087,9899
3088,ich muss mit ihnen reden,3088,3189
3089,ist hier jemand,3089,5519
3090,das weiß ich noch nicht,3090,2394
3091,wenn,3091,5830
3092,einen moment bitte,3092,1838
3093,damon,3093,9899
3094,ich will mit dir reden,3094,6958
3095,was reden sie da,3095,4513
3096,verstehen sie das,3096,3081
3097,mister,3097,9317
3098,"ja, also",3098,1533
3099,das ist zu viel,3099,2123
3100,wem sagst du das,3100,7218
3101,ich rufe zurück,3101,6560
3102,nur ein bisschen,3102,8193
3103,was zum teufel soll das,3103,9899
3104,wann denn,3104,1435
3105,das wär's,3105,7118
3106,ich bitte um verzeihung,3106,3481
3107,wie kannst du es wagen,3107,9899
3108,das ist korrekt,3108,9899
3109,tempo,3109,735
3110,frohes neues jahr,3110,4284
3111,ich weiß das zu schätzen,3111,9899
3112,sie ist nicht da,3112,3933
3113,nathan,3113,2863
3114,sieh doch,3114,8168
3115,eine stunde,3115,3668
3116,kalt,3116,1301
3117,es war meine schuld,3117,6648
3118,geht weg,3118,3645
3119,ich mag ihn,3119,3480
3120,verschwinde von hier,3120,5065
3121,nun mach schon,3121,1866
3122,sagt wer,3122,2661
3123,das lasse ich nicht zu,3123,9899
3124,was ist es dann,3124,9899
3125,verheiratet,3125,4427
3126,kann ich nicht sagen,3126,8435
3127,ihnen auch,3127,2649
3128,wie schlimm ist es,3128,9899
3129,ich rede mit ihm,3129,4535
3130,betty,3130,2178
3131,hier drin,3131,5488
3132,lass dir zeit,3132,7565
3133,lass ihn gehen,3133,9899
3134,geh ran,3134,9008
3135,"na, so was",3135,2292
3136,was geht dich das an,3136,2318
3137,du bastard,3137,9319
3138,ich bin ganz ohr,3138,9899
3139,ich habe nichts,3139,4959
3140,mit dir,3140,3687
3141,auf drei,3141,6769
3142,bestätigt,3142,8305
3143,deswegen,3143,7707
3144,schlimm,3144,1664
3145,glaube ich,3145,5032
3146,"gott, nein",3146,9899
3147,ohne scheiß,3147,7424
3148,du hast mich angelogen,3148,7918
3149,ist er nicht,3149,8273
3150,nächster,3150,1935
3151,zum teufel,3151,2813
3152,gratulation,3152,3113
3153,ich wohne hier,3153,2847
3154,was tun wir jetzt,3154,6233
3155,erzähl,3155,1434
3156,verstehen sie mich,3156,3850
3157,dann wollen wir mal,3157,3175
3158,oder etwa nicht,3158,4770
3159,"danke, mom",3159,9899
3160,leg los,3160,6835
3161,ich konnte nicht schlafen,3161,9757
3162,wo ist sie hin,3162,9899
3163,was geht hier vor sich,3163,9899
3164,was ist denn los mit dir,3164,2170
3165,money,3165,9899
3166,mein junge,3166,2087
3167,jennifer,3167,9899
3168,howard,3168,9899
3169,willst du mitkommen,3169,9899
3170,sozusagen,3170,5724
3171,hier ist nichts,3171,4490
3172,das mädchen,3172,7353
3173,papi,3173,609
3174,wendy,3174,3040
3175,tara,3175,9899
3176,jetzt bin ich dran,3176,2356
3177,sie ist es,3177,6450
3178,"weißt du, warum",3178,3493
3179,muss das sein,3179,1297
3180,genau das,3180,4595
3181,"ja, wieso",3181,2266
3182,sonst noch etwas,3182,6956
3183,filmtiger,3183,9899
3184,ein junge,3184,1789
3185,bist du dabei,3185,9899
3186,"ja, mutter",3186,2845
3187,liz,3187,9899
3188,ich sehe ihn,3188,7028
3189,ich stimme zu,3189,9899
3190,warum sollte ich das tun,3190,9899
3191,"oh, ok",3191,9899
3192,shane,3192,9899
3193,guck,3193,2103
3194,ich schwör's,3194,2129
3195,daisy,3195,9899
3196,frieden,3196,3828
3197,wir wissen es nicht,3197,8970
3198,unübersetztes item,3198,9899
3199,bleiben sie ruhig,3199,3675
3200,martha,3200,2590
3201,louise,3201,2354
3202,"ja, ich erinnere mich",3202,6219
3203,owen,3203,9899
3204,trottel,3204,2695
3205,es war mir ein vergnügen,3205,4379
3206,er war es,3206,6587
3207,"hier, nimm",3207,2631
3208,es sei denn,3208,6670
3209,"he, he",3209,2309
3210,schnappt ihn euch,3210,9767
3211,"nein, das glaube ich nicht",3211,3281
3212,schönen tag,3212,4769
3213,"na, also",3213,865
3214,ich bin krank,3214,2156
3215,null,3215,2506
3216,"also, ich",3216,9899
3217,schönen abend,3217,1327
3218,ich bin auf dem weg,3218,9899
3219,zurücktreten,3219,2259
3220,das weiß ich doch,3220,4756
3221,ganz sicher nicht,3221,7904
3222,lucas,3222,7419
3223,was sagten sie,3223,4165
3224,derek,3224,9899
3225,oh-oh,3225,6476
3226,keine widerrede,3226,1573
3227,kenne ich sie,3227,9899
3228,über was,3228,9899
3229,"ruhe, bitte",3229,1922
3230,april,3230,8037
3231,"ja, schatz",3231,8340
3232,ja bitte,3232,1600
3233,ich habe eine frage,3233,6052
3234,wer bist du denn,3234,1852
3235,das ist es ja,3235,3092
3236,traurige musik,3236,657
3237,auf den schirm,3237,9899
3238,paige,3238,9899
3239,geht's ihnen gut,3239,4946
3240,hör dir das an,3240,5775
3241,"los, raus",3241,2071
3242,ich muss zurück,3242,3358
3243,was war es,3243,5483
3244,bei mir,3244,2907
3245,diesmal nicht,3245,3022
3246,das ist mein haus,3246,9899
3247,die kinder,3247,1638
3248,ist er hier,3248,4196
3249,ich hatte keine ahnung,3249,3838
3250,wie aufregend,3250,7298
3251,"ich weiß, aber",3251,9899
3252,das ist wunderschön,3252,4525
3253,einen moment mal,3253,9639
3254,morgen früh,3254,1518
3255,"nein, warum",3255,3641
3256,auf der stelle,3256,3724
3257,mac,3257,4521
3258,ich flehe sie an,3258,3475
3259,soldaten,3259,2117
3260,das ist furchtbar,3260,6385
3261,sag was,3261,2270
3262,das ist falsch,3262,9419
3263,lauf weg,3263,3964
3264,glauben sie,3264,2429
3265,barney,3265,9899
3266,schnappt ihn,3266,9749
3267,wein,3267,2828
3268,wo war ich,3268,4909
3269,wo sind wir hier,3269,4545
3270,nora,3270,7507
3271,margaret,3271,9899
3272,"ja, captain",3272,9899
3273,tue ich,3273,9899
3274,"hallo, hallo",3274,2852
3275,so ist das leben,3275,3644
3276,das genügt,3276,2076
3277,ich hole ihn,3277,3859
3278,"nein, bist du nicht",3278,9899
3279,ganz toll,3279,2031
3280,hier sind wir,3280,5184
3281,er weiß es,3281,8238
3282,sehr beeindruckend,3282,6435
3283,moment noch,3283,3235
3284,also was,3284,9899
3285,sie wünschen,3285,1026
3286,verpisst euch,3286,2067
3287,ich bin bei dir,3287,4341
3288,nicole,3288,4952
3289,"weiter, weiter",3289,1582
3290,irgendwie schon,3290,9899
3291,kein interesse,3291,9899
3292,ich will nur,3292,9899
3293,tanzen,3293,1507
3294,sie bleiben hier,3294,1750
3295,wenn du meinst,3295,2162
3296,schlag zu,3296,6155
3297,rot,3297,1926
3298,halt dich da raus,3298,5139
3299,bruce,3299,9899
3300,einen moment noch,3300,3036
3301,was stimmt nicht,3301,9899
3302,wieso ich,3302,1385
3303,tor,3303,1211
3304,lass uns abhauen,3304,2577
3305,"nein, im ernst",3305,5143
3306,was meint ihr,3306,2111
3307,bye-bye,3307,2710
3308,geduld,3308,6456
3309,öffne die tür,3309,9899
3310,sprich mit mir,3310,5247
3311,ziemlich gut,3311,6434
3312,das habe ich gehört,3312,8071
3313,murphy,3313,9899
3314,ich bin nur,3314,9899
3315,er ist mein sohn,3315,9899
3316,passen sie auf sich auf,3316,4606
3317,mitkommen,3317,886
3318,alles ist in ordnung,3318,5806
3319,freitag,3319,3126
3320,geht so,3320,1662
3321,das ist witzig,3321,8005
3322,vermittlung,3322,9899
3323,du weißt das,3323,8891
3324,"ach, kommen sie",3324,9899
3325,houston,3325,9899
3326,"na, toll",3326,3510
3327,süße,3327,9899
3328,wir hatten eine abmachung,3328,4749
3329,keine große sache,3329,9899
3330,wir auch,3330,5546
3331,marco,3331,1274
3332,sdh,3332,9899
3333,bin dabei,3333,8358
3334,ich bin nicht,3334,4767
3335,reicht das,3335,2616
3336,ich habe ihn gesehen,3336,4810
3337,mein,3337,6040
3338,nur wir beide,3338,9899
3339,ich hasse das,3339,9899
3340,was ist so lustig,3340,8397
3341,hat er nicht,3341,7328
3342,es ist offen,3342,9899
3343,ich rede mit dir,3343,3148
3344,schau her,3344,2443
3345,für wie lange,3345,4821
3346,eine woche,3346,5888
3347,"ja, euer ehren",3347,7630
3348,gefunden,3348,6764
3349,lügnerin,3349,5256
3350,nicht so gut,3350,3869
3351,versprich es mir,3351,2843
3352,kein grund zur sorge,3352,9899
3353,zu mir,3353,1923
3354,gut geschlafen,3354,1446
3355,wir sind noch nicht fertig,3355,6934
3356,riley,3356,9899
3357,ein bier,3357,1563
3358,lassen sie sich zeit,3358,6657
3359,"hey, was soll das",3359,4509
3360,bitte helfen sie mir,3360,7153
3361,mr,3361,3462
3362,ist das zu fassen,3362,7464
3363,lass mich das machen,3363,5235
3364,hast du das verstanden,3364,5909
3365,ein unfall,3365,5572
3366,travis,3366,9899
3367,das funktioniert nicht,3367,9899
3368,schön langsam,3368,9899
3369,es war ein fehler,3369,4662
3370,ich kann das,3370,9899
3371,ich brauche sie,3371,3312
3372,frag nicht,3372,3968
3373,fortsetzung folgt,3373,9899
3374,macgyver,3374,9899
3375,das ist doch,3375,1250
3376,ach du meine güte,3376,9899
3377,es ist schön,3377,9655
3378,"ja, das ist wahr",3378,5061
3379,verflixt,3379,2891
3380,wer sonst,3380,2801
3381,wieso denn nicht,3381,3428
3382,und zwar sofort,3382,2781
3383,hört mir zu,3383,9899
3384,habt ihr das gesehen,3384,6019
3385,lass sie,3385,3132
3386,joseph,3386,3469
3387,schön dich zu sehen,3387,9774
3388,paula,3388,4879
3389,ich gehe schon,3389,5542
3390,leer,3390,4430
3391,"ich glaube, ja",3391,2373
3392,wie ich,3392,3440
3393,warum tun sie das,3393,5916
3394,ist das okay,3394,9899
3395,rory,3395,9899
3396,ich komme mit dir,3396,9899
3397,tolle idee,3397,5098
3398,pater,3398,1643
3399,er ist mein bruder,3399,6575
3400,sie sind gefeuert,3400,8089
3401,geh nicht weg,3401,9899
3402,haltet sie auf,3402,7425
3403,ich bin drin,3403,9899
3404,ich bin tot,3404,9835
3405,glück,3405,5604
3406,mir nicht,3406,3499
3407,robbie,3407,9802
3408,sehr freundlich,3408,1945
3409,"ja, in ordnung",3409,9899
3410,partner,3410,9899
3411,inspektor,3411,2167
3412,das ist genug,3412,8652
3413,energie,3413,9899
3414,"doch, ist es",3414,9899
3415,für mich auch,3415,2455
3416,geradeaus,3416,3839
3417,stan,3417,9471
3418,ich danke ihnen vielmals,3418,6427
3419,das dachte ich auch,3419,5921
3420,tschuldigung,3420,2008
3421,versuchen sie es,3421,4740
3422,"los, jungs",3422,2620
3423,ich sehe sie,3423,3660
3424,eine gute idee,3424,2786
3425,ich hole sie,3425,3328
3426,jetzt komm,3426,1574
3427,ich wiederhole,3427,3196
3428,das ist unsinn,3428,3880
3429,setzen wir uns,3429,6730
3430,cut,3430,4517
3431,teddy,3431,6641
3432,und was ist mit mir,3432,6306
3433,es ist so,3433,5974
3434,du bist ein idiot,3434,6264
3435,"ich weiß nicht, wovon du redest",3435,9899
3436,wie soll das gehen,3436,2192
3437,ich warte hier,3437,5425
3438,ich warte auf dich,3438,3285
3439,eigentlich,3439,6082
3440,noch eine,3440,2810
3441,kannst du das,3441,8392
