,sentence,rankt,ranko
3444,"ay, carajo",3444,1559
3445,pero yo no,3445,4750
3446,"hola, john",3446,2849
3447,maya,3447,9877
3448,no debería,3448,4693
3449,"si, seguro",3449,7222
3450,qué gusto verte,3450,3014
3451,sólo una,3451,2384
3452,"de hecho, sí",3452,9877
3453,mejor me voy,3453,4089
3454,tenía miedo,3454,2949
3455,"vamos, hijo",3455,3390
3456,"no, no, no, no, no, no",3456,9877
3457,no es fácil,3457,3920
3458,vamos a morir,3458,3168
3459,eso es maravilloso,3459,9540
3460,"bien, adiós",3460,4130
3461,qué quieres saber,3461,2277
3462,okey,3462,4526
3463,suena genial,3463,9877
3464,te gustaría,3464,5430
3465,muy pronto,3465,2756
3466,quinn,3466,9877
3467,"quién, yo",3467,2322
3468,atrápalo,3468,5139
3469,estás casado,3469,3876
3470,ahí voy,3470,2487
3471,gente,3471,5623
3472,puedo verla,3472,6420
3473,quince,3473,2221
3474,"sí, doctor",3474,5355
3475,eso es horrible,3475,9877
3476,yo me voy,3476,2262
3477,todo esto,3477,1964
3478,jill,3478,2449
3479,muertos,3479,3035
3480,déjame pensar,3480,9877
3481,seth,3481,1680
3482,louise,3482,4243
3483,otra cosa,3483,2586
3484,eso tiene sentido,3484,8384
3485,arrodíllate,3485,2080
3486,yo me ocupo,3486,4421
3487,a dónde van,3487,4831
3488,ya estamos,3488,3006
3489,es un regalo,3489,3794
3490,eso dicen,3490,2518
3491,es una mierda,3491,4586
3492,tengo que trabajar,3492,3140
3493,"sí, no",3493,4485
3494,quién más,3494,7472
3495,suena divertido,3495,3768
3496,dick,3496,1188
3497,"ah, claro",3497,2097
3498,"muévanse, muévanse",3498,3757
3499,me duele la cabeza,3499,3497
3500,"vamos, chicas",3500,4039
3501,qué buscas,3501,2888
3502,doctora,3502,2688
3503,puedo sentarme,3503,2758
3504,déjalo ya,3504,2880
3505,muerta,3505,5403
3506,es mi amigo,3506,5558
3507,inocente,3507,9877
3508,"sí, exactamente",3508,6300
3509,creo que si,3509,2956
3510,estamos atrapados,3510,2878
3511,qué quieres que te diga,3511,3012
3512,ya vamos,3512,3361
3513,todo en orden,3513,2433
3514,pero sabes qué,3514,8836
3515,seis meses,3515,5269
3516,tía,3516,4862
3517,ellie,3517,2390
3518,"hola, sam",3518,3837
3519,"gracias, capitán",3519,6210
3520,he terminado,3520,5715
3521,yo no sé nada,3521,2503
3522,fue hace mucho tiempo,3522,5702
3523,ya es tarde,3523,2702
3524,ahora lo sé,3524,2948
3525,no podría,3525,7202
3526,es grandioso,3526,4437
3527,me parece justo,3527,6118
3528,qué desastre,3528,2303
3529,"sí, ¿por qué no",3529,2749
3530,déjelo,3530,4662
3531,"sí, genial",3531,5357
3532,que sí,3532,1848
3533,malo,3533,2542
3534,seguro que estás bien,3534,2404
3535,fue él,3535,3832
3536,no bromees,3536,5974
3537,está embarazada,3537,3502
3538,por qué lloras,3538,6211
3539,libre,3539,2077
3540,rob,3540,9877
3541,qué sigue,3541,9877
3542,"sí, eso",3542,3488
3543,lo conseguiste,3543,7657
3544,como en los viejos tiempos,3544,3064
3545,yo me encargaré,3545,2706
3546,qué alivio,3546,4397
3547,cómo va eso,3547,2441
3548,tres años,3548,2498
3549,es tu turno,3549,5209
3550,increible,3550,2654
3551,muy impresionante,3551,5146
3552,"ah, hola",3552,3028
3553,mikey,3553,2145
3554,créame,3554,3448
3555,eso no es nada,3555,2759
3556,cuánto tiempo tenemos,3556,4245
3557,"sí, ya sé",3557,1806
3558,así no,3558,3556
3559,cambio de planes,3559,3674
3560,quién es este tipo,3560,3486
3561,necesito,3561,4529
3562,eso fue,3562,8747
3563,entrenador,3563,9877
3564,lo tiene,3564,7959
3565,"no, no creo",3565,2526
3566,te necesitamos,3566,6029
3567,puedo ir,3567,9877
3568,no significa nada,3568,3417
3569,y ella,3569,2787
3570,"despacio, despacio",3570,3217
3571,tienes que creerme,3571,4072
3572,esa es mi chica,3572,9877
3573,es un idiota,3573,3150
3574,algún día,3574,2122
3575,pero yo sí,3575,3864
3576,espera un poco,3576,2622
3577,haz lo que te digo,3577,2157
3578,habla en serio,3578,2601
3579,que demonios,3579,3648
3580,me disculpo,3580,9877
3581,hagamos esto,3581,4303
3582,es una sorpresa,3582,3666
3583,contrólate,3583,3100
3584,es grave,3584,2966
3585,es malo,3585,7942
3586,"por favor, no lo hagas",3586,4877
3587,meredith,3587,9877
3588,nada importante,3588,3721
3589,te molesta,3589,2649
3590,buena suerte con eso,3590,9877
3591,una chica,3591,5911
3592,"bien, muy bien",3592,3990
3593,salgamos,3593,5518
3594,preguntas,3594,3415
3595,trevor,3595,9877
3596,no lo haremos,3596,6150
3597,estás herida,3597,2104
3598,está enferma,3598,3286
3599,fin de la historia,3599,4752
3600,léelo,3600,3893
3601,fuerte,3601,5594
3602,qué hacéis,3602,3756
3603,parece que sí,3603,4558
3604,quizás no,3604,9877
3605,tiene un arma,3605,1935
3606,voy a matarte,3606,6887
3607,tenemos,3607,6454
3608,quieres morir,3608,4366
3609,dos días,3609,4827
3610,trabajando,3610,2554
3611,eso es asqueroso,3611,4360
3612,suba,3612,2343
3613,deja un mensaje,3613,9877
3614,steven,3614,4571
3615,"ven, ven",3615,2757
3616,"disculpe, señora",3616,3297
3617,robbie,3617,9877
3618,igual,3618,3226
3619,cásate conmigo,3619,4194
3620,no voy a ir,3620,8828
3621,de qué tipo,3621,2350
3622,pero gracias,3622,5487
3623,así son las cosas,3623,2361
3624,pregúntale,3624,3547
3625,pero tú,3625,2904
3626,y aquí,3626,5635
3627,no puede hacer eso,3627,2941
3628,"por supuesto, señor",3628,4204
3629,deja de hablar,3629,3932
3630,"no, hombre",3630,1809
3631,está usted bien,3631,3471
3632,"no, no, está bien",3632,5719
3633,ya no más,3633,5332
3634,"mira, lo siento",3634,9877
3635,"sí, querida",3635,3789
3636,yo lo vi,3636,1939
3637,no esta vez,3637,9877
3638,dónde está mi hijo,3638,5485
3639,piensa en ello,3639,6057
3640,todo el mundo lo sabe,3640,5653
3641,cómo lo llevas,3641,9877
3642,se lo ruego,3642,3704
3643,y si no,3643,3261
3644,qué rayos,3644,5538
3645,no la conozco,3645,3344
3646,lo perdí,3646,3973
3647,la has visto,3647,5833
3648,teníamos un trato,3648,6971
3649,no lo crees,3649,6148
3650,dónde está mamá,3650,7538
3651,una cerveza,3651,3411
3652,esto es serio,3652,2856
3653,"ah, gracias",3653,3796
3654,a qué se dedica,3654,2347
3655,mírame a los ojos,3655,2333
3656,te estoy hablando,3656,1945
3657,a ti también,3657,6477
3658,no siempre,3658,6650
3659,apágala,3659,3066
3660,respira hondo,3660,3407
3661,está mejor,3661,2300
3662,no entiendo nada,3662,2715
3663,a mí tampoco,3663,2569
3664,no te detengas,3664,2481
3665,la próxima vez,3665,5899
3666,lo mataré,3666,3801
3667,de qué están hablando,3667,9877
3668,olvidalo,3668,3442
3669,junior,3669,9877
3670,son,3670,5399
3671,y él,3671,3099
3672,victor,3672,3758
3673,cambio y fuera,3673,1792
3674,abrázame,3674,3200
3675,disfrútalo,3675,2972
3676,no es tan fácil,3676,5934
3677,qué le ha pasado,3677,5158
3678,hanna,3678,1472
3679,estás despierto,3679,6850
3680,luces,3680,3731
3681,comisario,3681,5110
3682,estoy harto,3682,3501
3683,negocios,3683,2871
3684,por qué me miras así,3684,5090
3685,enseguida voy,3685,3480
3686,que te diviertas,3686,3101
3687,caleb,3687,9877
3688,tengo un problema,3688,3930
3689,"si, lo es",3689,4383
3690,manny,3690,3315
3691,eso sería genial,3691,4601
3692,ahí mismo,3692,1605
3693,t,3693,3911
3694,mira aquí,3694,4616
3695,maria,3695,9378
3696,que te pasa,3696,2695
3697,azul,3697,4407
3698,qué sucede aquí,3698,8043
3699,lo hicieron,3699,4685
3700,madame,3700,6692
3701,janet,3701,4381
3702,necesito un trago,3702,6434
3703,acerca de qué,3703,4205
3704,qué le ocurre,3704,2299
3705,es lo mejor,3705,4140
3706,gabriel,3706,3831
3707,escuchame,3707,2206
3708,vamos para allá,3708,2402
3709,taylor,3709,8857
3710,un año,3710,7626
3711,jordan,3711,6353
3712,director,3712,9877
3713,"ay, caray",3713,2476
3714,justicia,3714,2263
3715,"claro, sí",3715,8938
3716,vámonos a casa,3716,4622
3717,estaba aquí,3717,5404
3718,dulces sueños,3718,5424
3719,lo prometiste,3719,3616
3720,qué fue,3720,8073
3721,voy a estar bien,3721,6904
3722,agente,3722,2028
3723,muy divertido,3723,5077
3724,a que te refieres,3724,2707
3725,"hey, chicos",3725,8100
3726,rosa,3726,1968
3727,ella está aquí,3727,9144
3728,es simple,3728,3902
3729,emergencia,3729,3573
3730,quieres entrar,3730,4974
3731,cuándo fue eso,3731,9429
3732,aléjate de ella,3732,7486
3733,quién hizo esto,3733,3735
3734,"no lo sé, señor",3734,7731
3735,"hey, hey, hey",3735,5556
3736,tiene miedo,3736,2831
3737,becky,3737,2957
3738,"vamos, entra",3738,2867
3739,dense prisa,3739,5274
3740,qué te parece esto,3740,3393
3741,"vamos, muévete",3741,2737
3742,acérquense,3742,3110
3743,súper,3743,2545
3744,sandy,3744,9877
3745,iré yo,3745,3970
3746,me quedo,3746,3580
3747,te lo aseguro,3747,5123
3748,olvídenlo,3748,8238
3749,"si, señora",3749,3968
3750,mitch,3750,9877
3751,me gusta mucho,3751,2669
3752,"lo siento, señora",3752,7592
3753,no hay prisa,3753,3524
3754,sin problema,3754,7864
3755,cassie,3755,9877
3756,de dónde es,3756,3278
3757,ve tú,3757,2803
3758,no estoy loco,3758,9877
3759,tess,3759,9877
3760,lentamente,3760,4899
3761,y para qué,3761,4000
3762,"eh, eh",3762,2086
3763,maldita,3763,2448
3764,recuérdalo,3764,4386
3765,anímate,3765,2293
3766,bájalo,3766,9402
3767,puedo irme,3767,2480
3768,el mejor,3768,1901
3769,lo conseguí,3769,7661
3770,todd,3770,9877
3771,lou,3771,9877
3772,volverá,3772,9877
3773,mi nombre,3773,8771
3774,yo no puedo,3774,3243
3775,puedo ver,3775,4220
3776,once,3776,4168
3777,todo está bajo control,3777,6987
3778,para que,3778,4331
3779,y tú qué,3779,4897
3780,tú sí,3780,3219
3781,anthony,3781,5097
3782,un trago,3782,2885
3783,se está muriendo,3783,7015
3784,"sí, en serio",3784,8636
3785,no hay salida,3785,3260
3786,efectivamente,3786,3856
3787,noah,3787,4904
3788,antes,3788,7455
3789,"hola, cielo",3789,4551
3790,por si acaso,3790,2519
3791,lo has hecho,3791,6952
3792,como estás,3792,2846
3793,claro que lo es,3793,3737
3794,espera. ¿qué,3794,9877
3795,ocupado,3795,5363
3796,yo qué sé,3796,1291
3797,"hola, preciosa",3797,2731
3798,me acuerdo,3798,3535
3799,cómo hiciste eso,3799,6872
3800,que dices,3800,4481
3801,éste,3801,2414
3802,brenda,3802,9877
3803,no te enfades,3803,4269
3804,y que,3804,3399
3805,no te enojes,3805,3038
3806,está ocupado,3806,5621
3807,muy lindo,3807,2709
3808,mia,3808,975
3809,mi pierna,3809,2754
3810,firmes,3810,2076
3811,bonnie,3811,4505
3812,te pondrás bien,3812,4865
3813,déjenme ir,3813,8848
3814,deberías irte,3814,9877
3815,"vamos, mamá",3815,2511
3816,un día,3816,6056
3817,me equivoco,3817,2111
3818,lo logró,3818,5614
3819,error,3819,4525
3820,quieres ir,3820,4531
3821,eso lo sé,3821,5379
3822,seguidme,3822,7461
3823,"mamá, por favor",3823,4440
3824,corto,3824,4108
3825,es agradable,3825,5916
3826,puede esperar,3826,9877
3827,y a mí,3827,3489
3828,no va a funcionar,3828,5859
3829,va,3829,1675
3830,pero está bien,3830,5074
3831,tienes frío,3831,3061
3832,importa,3832,5815
3833,alguien viene,3833,4203
3834,parís,3834,7122
3835,oui,3835,8807
3836,ashley,3836,4718
3837,oro,3837,1780
3838,puede irse,3838,3532
3839,ross,3839,4136
3840,es tu culpa,3840,4310
3841,wayne,3841,6317
3842,tres días,3842,3923
3843,ahhh,3843,3785
3844,déjamelo a mí,3844,5831
3845,qué hermoso,3845,3792
3846,a sus órdenes,3846,3289
3847,puedes ayudarme,3847,4051
3848,te ves hermosa,3848,2326
3849,eso fue increíble,3849,5536
3850,ni lo pienses,3850,6427
3851,katherine,3851,1103
3852,no puedo ayudarte,3852,3951
3853,hace calor,3853,2436
3854,estoy en camino,3854,5616
3855,estoy ocupada,3855,5737
3856,pégale,3856,4066
3857,"oh, gracias a dios",3857,9877
3858,le dispararon,3858,2575
3859,phoebe,3859,9877
3860,no lo permitiré,3860,9352
3861,no seas así,3861,2631
3862,no me gusta esto,3862,4223
3863,gracioso,3863,5155
3864,tú eres,3864,4288
3865,"buenas tardes, señor",3865,3733
3866,qué emocionante,3866,4120
3867,"aquí, aquí",3867,5031
3868,igual que tú,3868,3252
3869,cosas,3869,4843
3870,beckett,3870,9877
3871,los tengo,3871,2173
3872,rita,3872,2555
3873,hola papá,3873,4088
3874,connor,3874,9877
3875,gwen,3875,9877
3876,escúchame bien,3876,2917
3877,"vamos, ahora",3877,4172
3878,tienes dinero,3878,3884
3879,es obvio,3879,5914
3880,sorprendente,3880,9113
3881,gus,3881,3490
3882,te he echado de menos,3882,3987
3883,cuánto falta,3883,3010
3884,st,3884,7476
3885,acuéstate,3885,4173
3886,un mes,3886,3109
3887,"sí, desde luego",3887,3265
3888,no lo sientas,3888,6901
3889,porqué no,3889,3496
3890,qué te trae por aquí,3890,7162
3891,señoras,3891,4950
3892,tomen asiento,3892,2834
3893,fiona,3893,9877
3894,se escapó,3894,4247
3895,escóndete,3895,1576
3896,esto apesta,3896,4365
3897,el que sigue,3897,1162
3898,cuántas,3898,3783
3899,porque sí,3899,4439
3900,ann,3900,9877
3901,en cualquier momento,3901,9877
3902,"hola, hijo",3902,5555
3903,está vacío,3903,5257
3904,"si, estoy bien",3904,4875
3905,tírala,3905,3544
3906,miranda,3906,1686
3907,"lo siento, papá",3907,6992
3908,azúcar,3908,4723
3909,no responde,3909,5632
3910,necesito un favor,3910,5529
3911,vivo,3911,4025
3912,no me molesta,3912,6771
3913,"vamos, vamos, vamos, vamos",3913,9031
3914,cómo estás tú,3914,7616
3915,yo no dije eso,3915,3062
3916,te das cuenta,3916,2315
3917,depende de ti,3917,4642
3918,no te rindas,3918,5365
3919,"no, en realidad no",3919,8772
3920,realmente lo siento,3920,9877
3921,eres un imbécil,3921,5075
3922,"no, es",3922,7989
3923,muchos,3923,3272
3924,estoy confundido,3924,3926
3925,no te levantes,3925,6345
3926,cómo vamos,3926,2778
3927,lo son,3927,9877
3928,y usted es,3928,5374
3929,está arriba,3929,2979
3930,mickey,3930,9877
3931,tengo prisa,3931,2780
3932,shawn,3932,9877
3933,rapido,3933,5001
3934,esta vez no,3934,6724
3935,"oye, vamos",3935,9877
3936,"no, espere",3936,4188
3937,haley,3937,9877
3938,"gracias, muchas gracias",3938,5710
3939,no mientas,3939,4760
3940,es hora de irnos,3940,9877
3941,esto no me gusta,3941,2618
3942,magia,3942,9877
3943,ya te lo he dicho,3943,3957
3944,no tenía ni idea,3944,9877
3945,"sí, quiero",3945,3503
3946,"ah, bien",3946,3142
3947,aparentemente,3947,9877
3948,"si, así es",3948,5787
3949,vamos a bailar,3949,3346
3950,esa es,3950,3433
3951,me extrañaste,3951,4890
3952,vamos a estar bien,3952,4471
3953,la quieres,3953,3309
3954,no tengo nada que decir,3954,7475
3955,voy enseguida,3955,3615
3956,no me parece,3956,3405
3957,quieres café,3957,4081
3958,es la policía,3958,4852
3959,por qué estoy aquí,3959,7830
3960,esto es real,3960,3165
3961,limpio,3961,2625
3962,flores,3962,4756
3963,"lo siento, mamá",3963,6509
3964,d,3964,4665
3965,es estúpido,3965,5202
3966,estamos cerca,3966,3945
3967,debes hacerlo,3967,9877
3968,me lo imaginaba,3968,5041
3969,ruby,3969,4230
3970,seguro que no,3970,5720
3971,qué carajos,3971,3696
3972,no he terminado,3972,9320
3973,es nuevo,3973,2993
3974,almirante,3974,9877
3975,batman,3975,6203
3976,jaque mate,3976,3885
3977,eso es suficiente,3977,7885
3978,un placer conocerte,3978,9701
3979,es un buen chico,3979,3412
3980,es brillante,3980,6649
3981,tienes,3981,6388
3982,que está pasando,3982,4056
3983,sinceramente,3983,5943
3984,entra ahí,3984,3161
3985,esta noche no,3985,3710
3986,estás nervioso,3986,3612
3987,hermanos,3987,6624
3988,scotty,3988,9877
3989,no te culpo,3989,8115
3990,buen provecho,3990,2791
3991,así será,3991,5829
3992,por qué lo haces,3992,4912
3993,sé lo que hago,3993,5977
3994,todos lo saben,3994,6834
3995,por aqui,3995,5285
3996,me estoy muriendo,3996,3280
3997,qué vas a hacer ahora,3997,4082
3998,quieres más,3998,3943
3999,mírenlo,3999,1466
4000,no podemos hacer nada,4000,9877
4001,cuenta conmigo,4001,2824
4002,te gusta eso,4002,3833
4003,quítatelo,4003,6891
4004,qué encontraste,4004,4508
4005,no está funcionando,4005,6097
4006,tengo buenas noticias,4006,9877
4007,estás celoso,4007,7663
4008,no puedo ver nada,4008,7092
4009,ganaste,4009,4757
4010,sonrían,4010,3566
4011,qué haces ahí,4011,2523
4012,no lo harán,4012,9877
4013,no tenía idea,4013,4137
4014,lo estoy haciendo,4014,5385
4015,quieres casarte conmigo,4015,4885
4016,"sí, es él",4016,2658
4017,déjenlo,4017,4182
4018,aún,4018,9877
4019,"hola, joe",4019,4213
4020,"ja, ja",4020,3312
4021,nos vemos después,4021,3023
4022,no está tan mal,4022,4447
4023,su esposa,4023,4667
4024,eso dijo,4024,4281
4025,raymond,4025,4540
4026,no hay duda,4026,4341
4027,no es culpa mía,4027,6105
4028,no es tan simple,4028,7751
4029,aquí va,4029,9877
4030,tengo algo que decirte,4030,6552
4031,pasa algo malo,4031,6651
4032,qué estáis haciendo,4032,7678
4033,"buenas noches, papá",4033,5876
4034,qué tal estás,4034,3262
4035,no quieres,4035,7528
4036,estás de coña,4036,8425
4037,dr,4037,9877
4038,no puedo decírtelo,4038,6885
4039,yes,4039,3227
4040,ha pasado algo,4040,3268
4041,en pantalla,4041,9877
4042,la respuesta es no,4042,3988
4043,queda claro,4043,6676
4044,presta atención,4044,3170
4045,todo esta bien,4045,4054
4046,es tu decisión,4046,7742
4047,has terminado,4047,5250
4048,una copa,4048,9877
4049,te ves genial,4049,7903
4050,"corre, corre",4050,2046
4051,tampoco yo,4051,5968
4052,quédense aquí,4052,3608
4053,estamos a salvo,4053,3688
4054,"hola, jefe",4054,4555
4055,"no, no lo hiciste",4055,7264
4056,debbie,4056,5114
4057,mi señora,4057,9877
4058,"por aquí, señor",4058,4284
4059,eso haré,4059,5797
4060,huye,4060,3950
4061,toma mi mano,4061,7612
4062,cómo está ella,4062,3571
4063,ali,4063,3520
4064,n,4064,1040
4065,"diablos, no",4065,2986
4066,operadora,4066,2977
4067,todo va a ir bien,4067,9877
4068,huele bien,4068,4717
4069,corazón,4069,2034
4070,has visto eso,4070,6944
4071,quién sigue,4071,6638
4072,sujétense,4072,4988
4073,eso suena bien,4073,6843
4074,vieron eso,4074,3152
4075,quieres que me vaya,4075,4208
4076,pam,4076,2072
4077,hemos llegado,4077,3295
4078,qué quiere que haga,4078,4305
4079,te dije,4079,2934
4080,mrs,4080,9877
4081,quién diablos eres,4081,4371
4082,voy a llamar a la policía,4082,4502
4083,aprisa,4083,4494
4084,ayudadme,4084,4036
4085,sácalo de aquí,4085,3271
4086,y nosotros,4086,4562
4087,voy yo,4087,3208
4088,mi marido,4088,3978
4089,viniste,4089,9877
4090,aléjate de él,4090,9522
4091,está buena,4091,3446
4092,ronnie,4092,1861
4093,no es asunto mío,4093,2544
4094,igual que yo,4094,4093
4095,definitivamente no,4095,9354
4096,sherlock,4096,9877
4097,tú qué,4097,6696
4098,"está bien, señor",4098,7231
4099,deséame suerte,4099,5227
4100,lydia,4100,9877
4101,aigoo,4101,9877
4102,estaré en contacto,4102,9877
4103,nicky,4103,6416
4104,"por favor, vete",4104,9877
4105,te doy mi palabra,4105,2279
4106,esto es absurdo,4106,5305
4107,de qué hablan,4107,4068
4108,deberíamos,4108,7887
4109,no te parece,4109,6542
4110,sentaos,4110,3672
4111,"lo siento, yo",4111,9877
4112,lo lamento tanto,4112,3517
4113,despierte,4113,3669
4114,tenía que hacerlo,4114,9877
4115,la tenemos,4115,3240
4116,adónde se fue,4116,2940
4117,eso qué significa,4117,7628
4118,cómo ha ido,4118,9877
4119,continuemos,4119,9725
4120,pizza,4120,4405
4121,haz lo que tengas que hacer,4121,4682
4122,heather,4122,9877
4123,gracias por llamar,4123,8051
4124,no es mío,4124,5774
4125,hable,4125,3342
4126,esperen un momento,4126,3568
4127,acá,4127,1253
4128,qué diablos pasa,4128,3626
4129,voy a ir,4129,5576
4130,se está moviendo,4130,2864
4131,por qué está aquí,4131,9877
4132,quién te lo dijo,4132,2820
4133,saber qué,4133,7495
4134,gracias por su ayuda,4134,9606
4135,muy inteligente,4135,4736
4136,"no, supongo que no",4136,3679
4137,más te vale,4137,4053
4138,pierre,4138,1202
4139,sólo bromeaba,4139,4810
4140,lárguense,4140,2267
4141,ese es él,4141,2947
4142,algo no está bien,4142,5470
4143,cinco años,4143,4775
4144,confías en mí,4144,9004
